wall_density,mean_expanded_dijkstra,mean_expanded_astar,ratio,mean_bstar_astar,n_successful
0.1,5018.466666666666,557.4666666666667,0.11108306654090892,1.0350370854005182,30
0.15,4757.266666666666,582.6,0.1224652811838731,1.0352912678629667,30
0.2,4356.689655172414,551.6551724137931,0.1266225542962072,1.0365812130011114,29
0.25,4100.896551724138,559.7241379310345,0.13648823638228816,1.037362259826114,29
0.3,3552.0384615384614,604.2692307692307,0.17011899992420387,1.0353610666968582,26
0.35,2964.782608695652,703.4347826086956,0.2372635283765948,1.036786516779976,23
0.4,2331.2,1320.9,0.5666180507892932,1.023121484089446,10
